gender,household_income,employment,age_group,race_ethnicity,education,n
Female,"$30,000 to $34,999",not in labor force,68 to 77,chinese,High school graduate,8
Female,"$30,000 to $34,999",not in labor force,68 to 77,chinese,Masters degree,7
Female,"$30,000 to $34,999",not in labor force,68 to 77,chinese,Other post high school vocational training,1
Female,"$30,000 to $34,999",not in labor force,68 to 77,japanese,Associate Degree,7
Female,"$30,000 to $34,999",not in labor force,68 to 77,japanese,"College Degree (such as B.A., B.S.)",6
Female,"$30,000 to $34,999",not in labor force,68 to 77,japanese,"Completed some college, but no degree",4
Female,"$30,000 to $34,999",not in labor force,68 to 77,japanese,High school graduate,3
Female,"$30,000 to $34,999",not in labor force,68 to 77,japanese,Masters degree,3
Female,"$30,000 to $34,999",not in labor force,68 to 77,japanese,Middle School - Grades 4 - 8,1
Female,"$30,000 to $34,999",not in labor force,68 to 77,other asian or pacific islander,3rd Grade or less,8
Female,"$30,000 to $34,999",not in labor force,68 to 77,other asian or pacific islander,Associate Degree,14
Female,"$30,000 to $34,999",not in labor force,68 to 77,other asian or pacific islander,"College Degree (such as B.A., B.S.)",36
Female,"$30,000 to $34,999",not in labor force,68 to 77,other asian or pacific islander,"Completed some college, but no degree",23
Female,"$30,000 to $34,999",not in labor force,68 to 77,other asian or pacific islander,Completed some high school,4
Female,"$30,000 to $34,999",not in labor force,68 to 77,other asian or pacific islander,Doctorate degree,3
Female,"$30,000 to $34,999",not in labor force,68 to 77,other asian or pacific islander,High school graduate,16
Female,"$30,000 to $34,999",not in labor force,68 to 77,other asian or pacific islander,Masters degree,16
Female,"$30,000 to $34,999",not in labor force,68 to 77,other asian or pacific islander,Other post high school vocational training,1
Female,"$30,000 to $34,999",not in labor force,68 to 77,"other race, nec",3rd Grade or less,4
Female,"$30,000 to $34,999",not in labor force,68 to 77,"other race, nec",Associate Degree,13
Female,"$30,000 to $34,999",not in labor force,68 to 77,"other race, nec","College Degree (such as B.A., B.S.)",11
Female,"$30,000 to $34,999",not in labor force,68 to 77,"other race, nec","Completed some college, but no degree",35
Female,"$30,000 to $34,999",not in labor force,68 to 77,"other race, nec",Completed some high school,8
Female,"$30,000 to $34,999",not in labor force,68 to 77,"other race, nec",Doctorate degree,2
Female,"$30,000 to $34,999",not in labor force,68 to 77,"other race, nec",High school graduate,26
Female,"$30,000 to $34,999",not in labor force,68 to 77,"other race, nec",Masters degree,6
Female,"$30,000 to $34,999",not in labor force,68 to 77,"other race, nec",Middle School - Grades 4 - 8,2
Female,"$30,000 to $34,999",not in labor force,68 to 77,"other race, nec",Other post high school vocational training,2
Female,"$30,000 to $34,999",not in labor force,68 to 77,white,3rd Grade or less,31
Female,"$30,000 to $34,999",not in labor force,68 to 77,white,Associate Degree,533
Female,"$30,000 to $34,999",not in labor force,68 to 77,white,"College Degree (such as B.A., B.S.)",1123
Female,"$30,000 to $34,999",not in labor force,68 to 77,white,"Completed some college, but no degree",1564
Female,"$30,000 to $34,999",not in labor force,68 to 77,white,Completed some high school,114
Female,"$30,000 to $34,999",not in labor force,68 to 77,white,Doctorate degree,56
Female,"$30,000 to $34,999",not in labor force,68 to 77,white,High school graduate,1664
Female,"$30,000 to $34,999",not in labor force,68 to 77,white,Masters degree,828
Female,"$30,000 to $34,999",not in labor force,68 to 77,white,Middle School - Grades 4 - 8,46
Female,"$30,000 to $34,999",not in labor force,68 to 77,white,Other post high school vocational training,185
Female,"$30,000 to $34,999",not in labor force,78 to 87,american indian or alaska native,3rd Grade or less,3
Female,"$30,000 to $34,999",not in labor force,78 to 87,american indian or alaska native,Associate Degree,3
Female,"$30,000 to $34,999",not in labor force,78 to 87,american indian or alaska native,"College Degree (such as B.A., B.S.)",1
Female,"$30,000 to $34,999",not in labor force,78 to 87,american indian or alaska native,"Completed some college, but no degree",3
Female,"$30,000 to $34,999",not in labor force,78 to 87,american indian or alaska native,High school graduate,4
Female,"$30,000 to $34,999",not in labor force,78 to 87,american indian or alaska native,Masters degree,1
Female,"$30,000 to $34,999",not in labor force,78 to 87,american indian or alaska native,Other post high school vocational training,1
Female,"$30,000 to $34,999",not in labor force,78 to 87,black/african american/negro,3rd Grade or less,4
Female,"$30,000 to $34,999",not in labor force,78 to 87,black/african american/negro,Associate Degree,22
Female,"$30,000 to $34,999",not in labor force,78 to 87,black/african american/negro,"College Degree (such as B.A., B.S.)",27
Female,"$30,000 to $34,999",not in labor force,78 to 87,black/african american/negro,"Completed some college, but no degree",67
Female,"$30,000 to $34,999",not in labor force,78 to 87,black/african american/negro,Completed some high school,16
Female,"$30,000 to $34,999",not in labor force,78 to 87,black/african american/negro,Doctorate degree,4
Female,"$30,000 to $34,999",not in labor force,78 to 87,black/african american/negro,High school graduate,80
Female,"$30,000 to $34,999",not in labor force,78 to 87,black/african american/negro,Masters degree,21
Female,"$30,000 to $34,999",not in labor force,78 to 87,black/african american/negro,Middle School - Grades 4 - 8,3
Female,"$30,000 to $34,999",not in labor force,78 to 87,black/african american/negro,Other post high school vocational training,9
Female,"$30,000 to $34,999",not in labor force,78 to 87,chinese,3rd Grade or less,1
Female,"$30,000 to $34,999",not in labor force,78 to 87,chinese,"College Degree (such as B.A., B.S.)",4
Female,"$30,000 to $34,999",not in labor force,78 to 87,chinese,"Completed some college, but no degree",1
Female,"$30,000 to $34,999",not in labor force,78 to 87,chinese,High school graduate,2
Female,"$30,000 to $34,999",not in labor force,78 to 87,chinese,Masters degree,3
Female,"$30,000 to $34,999",not in labor force,78 to 87,chinese,Middle School - Grades 4 - 8,1
Female,"$30,000 to $34,999",not in labor force,78 to 87,japanese,3rd Grade or less,1
Female,"$30,000 to $34,999",not in labor force,78 to 87,japanese,Associate Degree,2
Female,"$30,000 to $34,999",not in labor force,78 to 87,japanese,"College Degree (such as B.A., B.S.)",7
Female,"$30,000 to $34,999",not in labor force,78 to 87,japanese,"Completed some college, but no degree",5
Female,"$30,000 to $34,999",not in labor force,78 to 87,japanese,Completed some high school,1
Female,"$30,000 to $34,999",not in labor force,78 to 87,japanese,High school graduate,10
Female,"$30,000 to $34,999",not in labor force,78 to 87,japanese,Masters degree,2
Female,"$30,000 to $34,999",not in labor force,78 to 87,other asian or pacific islander,3rd Grade or less,2
Female,"$30,000 to $34,999",not in labor force,78 to 87,other asian or pacific islander,Associate Degree,1
Female,"$30,000 to $34,999",not in labor force,78 to 87,other asian or pacific islander,"College Degree (such as B.A., B.S.)",9
Female,"$30,000 to $34,999",not in labor force,78 to 87,other asian or pacific islander,"Completed some college, but no degree",4
Female,"$30,000 to $34,999",not in labor force,78 to 87,other asian or pacific islander,High school graduate,10
Female,"$30,000 to $34,999",not in labor force,78 to 87,other asian or pacific islander,Masters degree,1
Female,"$30,000 to $34,999",not in labor force,78 to 87,other asian or pacific islander,Middle School - Grades 4 - 8,1
Female,"$30,000 to $34,999",not in labor force,78 to 87,other asian or pacific islander,Other post high school vocational training,1
Female,"$30,000 to $34,999",not in labor force,78 to 87,"other race, nec",3rd Grade or less,5
Female,"$30,000 to $34,999",not in labor force,78 to 87,"other race, nec",Associate Degree,5
Female,"$30,000 to $34,999",not in labor force,78 to 87,"other race, nec","College Degree (such as B.A., B.S.)",5
Female,"$30,000 to $34,999",not in labor force,78 to 87,"other race, nec","Completed some college, but no degree",8
Female,"$30,000 to $34,999",not in labor force,78 to 87,"other race, nec",Completed some high school,6
Female,"$30,000 to $34,999",not in labor force,78 to 87,"other race, nec",High school graduate,13
Female,"$30,000 to $34,999",not in labor force,78 to 87,"other race, nec",Masters degree,6
Female,"$30,000 to $34,999",not in labor force,78 to 87,"other race, nec",Middle School - Grades 4 - 8,2
Female,"$30,000 to $34,999",not in labor force,78 to 87,"other race, nec",Other post high school vocational training,3
Female,"$30,000 to $34,999",not in labor force,78 to 87,white,3rd Grade or less,41
Female,"$30,000 to $34,999",not in labor force,78 to 87,white,Associate Degree,219
Female,"$30,000 to $34,999",not in labor force,78 to 87,white,"College Degree (such as B.A., B.S.)",478
Female,"$30,000 to $34,999",not in labor force,78 to 87,white,"Completed some college, but no degree",826
Female,"$30,000 to $34,999",not in labor force,78 to 87,white,Completed some high school,158
Female,"$30,000 to $34,999",not in labor force,78 to 87,white,Doctorate degree,29
Female,"$30,000 to $34,999",not in labor force,78 to 87,white,High school graduate,1353
Female,"$30,000 to $34,999",not in labor force,78 to 87,white,Masters degree,294
Female,"$30,000 to $34,999",not in labor force,78 to 87,white,Middle School - Grades 4 - 8,64
Female,"$30,000 to $34,999",not in labor force,78 to 87,white,Other post high school vocational training,110
Female,"$30,000 to $34,999",not in labor force,88+,american indian or alaska native,Completed some high school,1
Female,"$30,000 to $34,999",not in labor force,88+,american indian or alaska native,High school graduate,3
Female,"$30,000 to $34,999",not in labor force,88+,american indian or alaska native,Other post high school vocational training,1
Female,"$30,000 to $34,999",not in labor force,88+,black/african american/negro,3rd Grade or less,2
Female,"$30,000 to $34,999",not in labor force,88+,black/african american/negro,Associate Degree,6
Female,"$30,000 to $34,999",not in labor force,88+,black/african american/negro,"College Degree (such as B.A., B.S.)",12
Female,"$30,000 to $34,999",not in labor force,88+,black/african american/negro,"Completed some college, but no degree",12
Female,"$30,000 to $34,999",not in labor force,88+,black/african american/negro,Completed some high school,2
Female,"$30,000 to $34,999",not in labor force,88+,black/african american/negro,Doctorate degree,1
Female,"$30,000 to $34,999",not in labor force,88+,black/african american/negro,High school graduate,36
Female,"$30,000 to $34,999",not in labor force,88+,black/african american/negro,Masters degree,11
Female,"$30,000 to $34,999",not in labor force,88+,black/african american/negro,Middle School - Grades 4 - 8,4
Female,"$30,000 to $34,999",not in labor force,88+,black/african american/negro,Other post high school vocational training,2
Female,"$30,000 to $34,999",not in labor force,88+,chinese,3rd Grade or less,1
Female,"$30,000 to $34,999",not in labor force,88+,chinese,Associate Degree,1
Female,"$30,000 to $34,999",not in labor force,88+,chinese,"College Degree (such as B.A., B.S.)",2
Female,"$30,000 to $34,999",not in labor force,88+,chinese,"Completed some college, but no degree",1
Female,"$30,000 to $34,999",not in labor force,88+,chinese,Middle School - Grades 4 - 8,2
Female,"$30,000 to $34,999",not in labor force,88+,japanese,3rd Grade or less,1
Female,"$30,000 to $34,999",not in labor force,88+,japanese,Associate Degree,1
Female,"$30,000 to $34,999",not in labor force,88+,japanese,"Completed some college, but no degree",4
Female,"$30,000 to $34,999",not in labor force,88+,japanese,High school graduate,14
Female,"$30,000 to $34,999",not in labor force,88+,japanese,Masters degree,1
Female,"$30,000 to $34,999",not in labor force,88+,other asian or pacific islander,3rd Grade or less,1
Female,"$30,000 to $34,999",not in labor force,88+,other asian or pacific islander,"College Degree (such as B.A., B.S.)",1
Female,"$30,000 to $34,999",not in labor force,88+,other asian or pacific islander,Completed some high school,1
Female,"$30,000 to $34,999",not in labor force,88+,other asian or pacific islander,High school graduate,3
Female,"$30,000 to $34,999",not in labor force,88+,"other race, nec",3rd Grade or less,2
Female,"$30,000 to $34,999",not in labor force,88+,"other race, nec","College Degree (such as B.A., B.S.)",5
Female,"$30,000 to $34,999",not in labor force,88+,"other race, nec","Completed some college, but no degree",5
Female,"$30,000 to $34,999",not in labor force,88+,"other race, nec",Completed some high school,2
Female,"$30,000 to $34,999",not in labor force,88+,"other race, nec",High school graduate,3
Female,"$30,000 to $34,999",not in labor force,88+,"other race, nec",Masters degree,1
Female,"$30,000 to $34,999",not in labor force,88+,"other race, nec",Middle School - Grades 4 - 8,1
Female,"$30,000 to $34,999",not in labor force,88+,white,3rd Grade or less,18
Female,"$30,000 to $34,999",not in labor force,88+,white,Associate Degree,81
Female,"$30,000 to $34,999",not in labor force,88+,white,"College Degree (such as B.A., B.S.)",186
Female,"$30,000 to $34,999",not in labor force,88+,white,"Completed some college, but no degree",288
Female,"$30,000 to $34,999",not in labor force,88+,white,Completed some high school,83
Female,"$30,000 to $34,999",not in labor force,88+,white,Doctorate degree,3
Female,"$30,000 to $34,999",not in labor force,88+,white,High school graduate,643
Female,"$30,000 to $34,999",not in labor force,88+,white,Masters degree,93
Female,"$30,000 to $34,999",not in labor force,88+,white,Middle School - Grades 4 - 8,65
Female,"$30,000 to $34,999",not in labor force,88+,white,Other post high school vocational training,34
Female,"$35,000 to $39,999",employed,18 to 27,american indian or alaska native,Associate Degree,6
Female,"$35,000 to $39,999",employed,18 to 27,american indian or alaska native,"College Degree (such as B.A., B.S.)",7
Female,"$35,000 to $39,999",employed,18 to 27,american indian or alaska native,"Completed some college, but no degree",9
Female,"$35,000 to $39,999",employed,18 to 27,american indian or alaska native,High school graduate,10
Female,"$35,000 to $39,999",employed,18 to 27,black/african american/negro,3rd Grade or less,4
Female,"$35,000 to $39,999",employed,18 to 27,black/african american/negro,Associate Degree,41
Female,"$35,000 to $39,999",employed,18 to 27,black/african american/negro,"College Degree (such as B.A., B.S.)",132
Female,"$35,000 to $39,999",employed,18 to 27,black/african american/negro,"Completed some college, but no degree",132
Female,"$35,000 to $39,999",employed,18 to 27,black/african american/negro,Completed some high school,8
Female,"$35,000 to $39,999",employed,18 to 27,black/african american/negro,High school graduate,85
Female,"$35,000 to $39,999",employed,18 to 27,black/african american/negro,Masters degree,24
Female,"$35,000 to $39,999",employed,18 to 27,black/african american/negro,Other post high school vocational training,5
Female,"$35,000 to $39,999",employed,18 to 27,chinese,"College Degree (such as B.A., B.S.)",40
Female,"$35,000 to $39,999",employed,18 to 27,chinese,"Completed some college, but no degree",4
Female,"$35,000 to $39,999",employed,18 to 27,chinese,High school graduate,4
Female,"$35,000 to $39,999",employed,18 to 27,chinese,Masters degree,3
Female,"$35,000 to $39,999",employed,18 to 27,japanese,"College Degree (such as B.A., B.S.)",5
Female,"$35,000 to $39,999",employed,18 to 27,japanese,"Completed some college, but no degree",1
Female,"$35,000 to $39,999",employed,18 to 27,japanese,High school graduate,2
Female,"$35,000 to $39,999",employed,18 to 27,other asian or pacific islander,Associate Degree,14
Female,"$35,000 to $39,999",employed,18 to 27,other asian or pacific islander,"College Degree (such as B.A., B.S.)",52
Female,"$35,000 to $39,999",employed,18 to 27,other asian or pacific islander,"Completed some college, but no degree",27
Female,"$35,000 to $39,999",employed,18 to 27,other asian or pacific islander,Completed some high school,1
Female,"$35,000 to $39,999",employed,18 to 27,other asian or pacific islander,Doctorate degree,2
Female,"$35,000 to $39,999",employed,18 to 27,other asian or pacific islander,High school graduate,17
Female,"$35,000 to $39,999",employed,18 to 27,other asian or pacific islander,Masters degree,13
Female,"$35,000 to $39,999",employed,18 to 27,other asian or pacific islander,Other post high school vocational training,2
Female,"$35,000 to $39,999",employed,18 to 27,"other race, nec",3rd Grade or less,3
Female,"$35,000 to $39,999",employed,18 to 27,"other race, nec",Associate Degree,27
Female,"$35,000 to $39,999",employed,18 to 27,"other race, nec","College Degree (such as B.A., B.S.)",109
Female,"$35,000 to $39,999",employed,18 to 27,"other race, nec","Completed some college, but no degree",118
Female,"$35,000 to $39,999",employed,18 to 27,"other race, nec",Completed some high school,5
Female,"$35,000 to $39,999",employed,18 to 27,"other race, nec",High school graduate,82
Female,"$35,000 to $39,999",employed,18 to 27,"other race, nec",Masters degree,9
Female,"$35,000 to $39,999",employed,18 to 27,"other race, nec",Middle School - Grades 4 - 8,8
Female,"$35,000 to $39,999",employed,18 to 27,"other race, nec",Other post high school vocational training,7
Female,"$35,000 to $39,999",employed,18 to 27,white,3rd Grade or less,11
Female,"$35,000 to $39,999",employed,18 to 27,white,Associate Degree,350
Female,"$35,000 to $39,999",employed,18 to 27,white,"College Degree (such as B.A., B.S.)",1547
Female,"$35,000 to $39,999",employed,18 to 27,white,"Completed some college, but no degree",788
Female,"$35,000 to $39,999",employed,18 to 27,white,Completed some high school,30
Female,"$35,000 to $39,999",employed,18 to 27,white,Doctorate degree,5
Female,"$35,000 to $39,999",employed,18 to 27,white,High school graduate,482
Female,"$35,000 to $39,999",employed,18 to 27,white,Masters degree,193
Female,"$35,000 to $39,999",employed,18 to 27,white,Middle School - Grades 4 - 8,11
Female,"$35,000 to $39,999",employed,18 to 27,white,Other post high school vocational training,44
Female,"$35,000 to $39,999",employed,28 to 37,american indian or alaska native,Associate Degree,16
Female,"$35,000 to $39,999",employed,28 to 37,american indian or alaska native,"College Degree (such as B.A., B.S.)",15
Female,"$35,000 to $39,999",employed,28 to 37,american indian or alaska native,"Completed some college, but no degree",38
Female,"$35,000 to $39,999",employed,28 to 37,american indian or alaska native,High school graduate,27
Female,"$35,000 to $39,999",employed,28 to 37,american indian or alaska native,Masters degree,6
Female,"$35,000 to $39,999",employed,28 to 37,american indian or alaska native,Middle School - Grades 4 - 8,1
Female,"$35,000 to $39,999",employed,28 to 37,american indian or alaska native,Other post high school vocational training,5
Female,"$35,000 to $39,999",employed,28 to 37,black/african american/negro,3rd Grade or less,5
Female,"$35,000 to $39,999",employed,28 to 37,black/african american/negro,Associate Degree,145
Female,"$35,000 to $39,999",employed,28 to 37,black/african american/negro,"College Degree (such as B.A., B.S.)",286
Female,"$35,000 to $39,999",employed,28 to 37,black/african american/negro,"Completed some college, but no degree",342
Female,"$35,000 to $39,999",employed,28 to 37,black/african american/negro,Completed some high school,14
Female,"$35,000 to $39,999",employed,28 to 37,black/african american/negro,Doctorate degree,3
Female,"$35,000 to $39,999",employed,28 to 37,black/african american/negro,High school graduate,174
Female,"$35,000 to $39,999",employed,28 to 37,black/african american/negro,Masters degree,104
Female,"$35,000 to $39,999",employed,28 to 37,black/african american/negro,Middle School - Grades 4 - 8,2
Female,"$35,000 to $39,999",employed,28 to 37,black/african american/negro,Other post high school vocational training,22
Female,"$35,000 to $39,999",employed,28 to 37,chinese,3rd Grade or less,3
Female,"$35,000 to $39,999",employed,28 to 37,chinese,Associate Degree,7
Female,"$35,000 to $39,999",employed,28 to 37,chinese,"College Degree (such as B.A., B.S.)",39
Female,"$35,000 to $39,999",employed,28 to 37,chinese,"Completed some college, but no degree",9
Female,"$35,000 to $39,999",employed,28 to 37,chinese,Completed some high school,2
Female,"$35,000 to $39,999",employed,28 to 37,chinese,Doctorate degree,6
Female,"$35,000 to $39,999",employed,28 to 37,chinese,High school graduate,11
Female,"$35,000 to $39,999",employed,28 to 37,chinese,Masters degree,38
Female,"$35,000 to $39,999",employed,28 to 37,chinese,Middle School - Grades 4 - 8,1
Female,"$35,000 to $39,999",employed,28 to 37,chinese,Other post high school vocational training,1
Female,"$35,000 to $39,999",employed,28 to 37,japanese,Associate Degree,1
Female,"$35,000 to $39,999",employed,28 to 37,japanese,"College Degree (such as B.A., B.S.)",9
Female,"$35,000 to $39,999",employed,28 to 37,japanese,"Completed some college, but no degree",3
Female,"$35,000 to $39,999",employed,28 to 37,japanese,High school graduate,2
Female,"$35,000 to $39,999",employed,28 to 37,japanese,Masters degree,5
Female,"$35,000 to $39,999",employed,28 to 37,japanese,Other post high school vocational training,2
Female,"$35,000 to $39,999",employed,28 to 37,other asian or pacific islander,3rd Grade or less,4
Female,"$35,000 to $39,999",employed,28 to 37,other asian or pacific islander,Associate Degree,41
Female,"$35,000 to $39,999",employed,28 to 37,other asian or pacific islander,"College Degree (such as B.A., B.S.)",150
Female,"$35,000 to $39,999",employed,28 to 37,other asian or pacific islander,"Completed some college, but no degree",87
Female,"$35,000 to $39,999",employed,28 to 37,other asian or pacific islander,Doctorate degree,12
Female,"$35,000 to $39,999",employed,28 to 37,other asian or pacific islander,High school graduate,50
Female,"$35,000 to $39,999",employed,28 to 37,other asian or pacific islander,Masters degree,68
Female,"$35,000 to $39,999",employed,28 to 37,other asian or pacific islander,Middle School - Grades 4 - 8,2
Female,"$35,000 to $39,999",employed,28 to 37,other asian or pacific islander,Other post high school vocational training,5
Female,"$35,000 to $39,999",employed,28 to 37,"other race, nec",3rd Grade or less,11
Female,"$35,000 to $39,999",employed,28 to 37,"other race, nec",Associate Degree,95
Female,"$35,000 to $39,999",employed,28 to 37,"other race, nec","College Degree (such as B.A., B.S.)",177
Female,"$35,000 to $39,999",employed,28 to 37,"other race, nec","Completed some college, but no degree",247
Female,"$35,000 to $39,999",employed,28 to 37,"other race, nec",Completed some high school,16
Female,"$35,000 to $39,999",employed,28 to 37,"other race, nec",Doctorate degree,6
Female,"$35,000 to $39,999",employed,28 to 37,"other race, nec",High school graduate,150
Female,"$35,000 to $39,999",employed,28 to 37,"other race, nec",Masters degree,63
Female,"$35,000 to $39,999",employed,28 to 37,"other race, nec",Middle School - Grades 4 - 8,5
Female,"$35,000 to $39,999",employed,28 to 37,"other race, nec",Other post high school vocational training,23
Female,"$35,000 to $39,999",employed,28 to 37,white,3rd Grade or less,26
Female,"$35,000 to $39,999",employed,28 to 37,white,Associate Degree,1177
Female,"$35,000 to $39,999",employed,28 to 37,white,"College Degree (such as B.A., B.S.)",2719
Female,"$35,000 to $39,999",employed,28 to 37,white,"Completed some college, but no degree",1813
Female,"$35,000 to $39,999",employed,28 to 37,white,Completed some high school,73
Female,"$35,000 to $39,999",employed,28 to 37,white,Doctorate degree,47
Female,"$35,000 to $39,999",employed,28 to 37,white,High school graduate,1014
Female,"$35,000 to $39,999",employed,28 to 37,white,Masters degree,917
Female,"$35,000 to $39,999",employed,28 to 37,white,Middle School - Grades 4 - 8,7
Female,"$35,000 to $39,999",employed,28 to 37,white,Other post high school vocational training,145
Female,"$35,000 to $39,999",employed,38 to 47,american indian or alaska native,Associate Degree,14
Female,"$35,000 to $39,999",employed,38 to 47,american indian or alaska native,"College Degree (such as B.A., B.S.)",19
Female,"$35,000 to $39,999",employed,38 to 47,american indian or alaska native,"Completed some college, but no degree",34
Female,"$35,000 to $39,999",employed,38 to 47,american indian or alaska native,Completed some high school,6
Female,"$35,000 to $39,999",employed,38 to 47,american indian or alaska native,High school graduate,23
Female,"$35,000 to $39,999",employed,38 to 47,american indian or alaska native,Masters degree,7
Female,"$35,000 to $39,999",employed,38 to 47,american indian or alaska native,Other post high school vocational training,7
Female,"$35,000 to $39,999",employed,38 to 47,black/african american/negro,3rd Grade or less,9
Female,"$35,000 to $39,999",employed,38 to 47,black/african american/negro,Associate Degree,194
Female,"$35,000 to $39,999",employed,38 to 47,black/african american/negro,"College Degree (such as B.A., B.S.)",203
Female,"$35,000 to $39,999",employed,38 to 47,black/african american/negro,"Completed some college, but no degree",324
Female,"$35,000 to $39,999",employed,38 to 47,black/african american/negro,Completed some high school,15
Female,"$35,000 to $39,999",employed,38 to 47,black/african american/negro,Doctorate degree,3
Female,"$35,000 to $39,999",employed,38 to 47,black/african american/negro,High school graduate,196
Female,"$35,000 to $39,999",employed,38 to 47,black/african american/negro,Masters degree,103
Female,"$35,000 to $39,999",employed,38 to 47,black/african american/negro,Middle School - Grades 4 - 8,1
Female,"$35,000 to $39,999",employed,38 to 47,black/african american/negro,Other post high school vocational training,25
Female,"$35,000 to $39,999",employed,38 to 47,chinese,3rd Grade or less,1
Female,"$35,000 to $39,999",employed,38 to 47,chinese,Associate Degree,6
Female,"$35,000 to $39,999",employed,38 to 47,chinese,"College Degree (such as B.A., B.S.)",21
Female,"$35,000 to $39,999",employed,38 to 47,chinese,"Completed some college, but no degree",6
Female,"$35,000 to $39,999",employed,38 to 47,chinese,Completed some high school,2
Female,"$35,000 to $39,999",employed,38 to 47,chinese,Doctorate degree,4
Female,"$35,000 to $39,999",employed,38 to 47,chinese,High school graduate,25
Female,"$35,000 to $39,999",employed,38 to 47,chinese,Masters degree,11
Female,"$35,000 to $39,999",employed,38 to 47,chinese,Middle School - Grades 4 - 8,1
Female,"$35,000 to $39,999",employed,38 to 47,chinese,Other post high school vocational training,1
Female,"$35,000 to $39,999",employed,38 to 47,japanese,Associate Degree,4
Female,"$35,000 to $39,999",employed,38 to 47,japanese,"College Degree (such as B.A., B.S.)",10
Female,"$35,000 to $39,999",employed,38 to 47,japanese,"Completed some college, but no degree",3
Female,"$35,000 to $39,999",employed,38 to 47,japanese,High school graduate,2
Female,"$35,000 to $39,999",employed,38 to 47,japanese,Masters degree,7
Female,"$35,000 to $39,999",employed,38 to 47,other asian or pacific islander,3rd Grade or less,8
Female,"$35,000 to $39,999",employed,38 to 47,other asian or pacific islander,Associate Degree,33
Female,"$35,000 to $39,999",employed,38 to 47,other asian or pacific islander,"College Degree (such as B.A., B.S.)",117
Female,"$35,000 to $39,999",employed,38 to 47,other asian or pacific islander,"Completed some college, but no degree",62
Female,"$35,000 to $39,999",employed,38 to 47,other asian or pacific islander,Completed some high school,3
Female,"$35,000 to $39,999",employed,38 to 47,other asian or pacific islander,Doctorate degree,3
Female,"$35,000 to $39,999",employed,38 to 47,other asian or pacific islander,High school graduate,73
Female,"$35,000 to $39,999",employed,38 to 47,other asian or pacific islander,Masters degree,47
Female,"$35,000 to $39,999",employed,38 to 47,other asian or pacific islander,Middle School - Grades 4 - 8,2
Female,"$35,000 to $39,999",employed,38 to 47,other asian or pacific islander,Other post high school vocational training,9
Female,"$35,000 to $39,999",employed,38 to 47,"other race, nec",3rd Grade or less,27
Female,"$35,000 to $39,999",employed,38 to 47,"other race, nec",Associate Degree,69
Female,"$35,000 to $39,999",employed,38 to 47,"other race, nec","College Degree (such as B.A., B.S.)",87
Female,"$35,000 to $39,999",employed,38 to 47,"other race, nec","Completed some college, but no degree",161
Female,"$35,000 to $39,999",employed,38 to 47,"other race, nec",Completed some high school,34
Female,"$35,000 to $39,999",employed,38 to 47,"other race, nec",Doctorate degree,1
Female,"$35,000 to $39,999",employed,38 to 47,"other race, nec",High school graduate,150
Female,"$35,000 to $39,999",employed,38 to 47,"other race, nec",Masters degree,37
Female,"$35,000 to $39,999",employed,38 to 47,"other race, nec",Middle School - Grades 4 - 8,20
Female,"$35,000 to $39,999",employed,38 to 47,"other race, nec",Other post high school vocational training,35
Female,"$35,000 to $39,999",employed,38 to 47,white,3rd Grade or less,35
Female,"$35,000 to $39,999",employed,38 to 47,white,Associate Degree,1047
Female,"$35,000 to $39,999",employed,38 to 47,white,"College Degree (such as B.A., B.S.)",1570
Female,"$35,000 to $39,999",employed,38 to 47,white,"Completed some college, but no degree",1717
Female,"$35,000 to $39,999",employed,38 to 47,white,Completed some high school,96
Female,"$35,000 to $39,999",employed,38 to 47,white,Doctorate degree,51
Female,"$35,000 to $39,999",employed,38 to 47,white,High school graduate,1225
Female,"$35,000 to $39,999",employed,38 to 47,white,Masters degree,647
Female,"$35,000 to $39,999",employed,38 to 47,white,Middle School - Grades 4 - 8,30
Female,"$35,000 to $39,999",employed,38 to 47,white,Other post high school vocational training,243
Female,"$35,000 to $39,999",employed,48 to 57,american indian or alaska native,3rd Grade or less,1
Female,"$35,000 to $39,999",employed,48 to 57,american indian or alaska native,Associate Degree,14
Female,"$35,000 to $39,999",employed,48 to 57,american indian or alaska native,"College Degree (such as B.A., B.S.)",17
Female,"$35,000 to $39,999",employed,48 to 57,american indian or alaska native,"Completed some college, but no degree",36
Female,"$35,000 to $39,999",employed,48 to 57,american indian or alaska native,Completed some high school,2
Female,"$35,000 to $39,999",employed,48 to 57,american indian or alaska native,Doctorate degree,2
Female,"$35,000 to $39,999",employed,48 to 57,american indian or alaska native,High school graduate,20
Female,"$35,000 to $39,999",employed,48 to 57,american indian or alaska native,Masters degree,3
Female,"$35,000 to $39,999",employed,48 to 57,american indian or alaska native,Middle School - Grades 4 - 8,1
Female,"$35,000 to $39,999",employed,48 to 57,american indian or alaska native,Other post high school vocational training,5
Female,"$35,000 to $39,999",employed,48 to 57,black/african american/negro,3rd Grade or less,6
Female,"$35,000 to $39,999",employed,48 to 57,black/african american/negro,Associate Degree,155
Female,"$35,000 to $39,999",employed,48 to 57,black/african american/negro,"College Degree (such as B.A., B.S.)",167
Female,"$35,000 to $39,999",employed,48 to 57,black/african american/negro,"Completed some college, but no degree",306
Female,"$35,000 to $39,999",employed,48 to 57,black/african american/negro,Completed some high school,22
